ID_CLIENTE,SAFRA_REF,VALOR_A_PAGAR,TAXA,RENDA_MES_ANTERIOR,NO_FUNCIONARIOS,FLAG_PF,PORTE,SEGMENTO_INDUSTRIAL_Comércio,SEGMENTO_INDUSTRIAL_Indústria,SEGMENTO_INDUSTRIAL_Serviços,RENDA_FUNCIONARIO,RENDA_MEDIA,RENDA_STD,PRAZO_PAGAMENTO,VALOR_INICIAL,DIAS_ULTIMA_EMISSAO,Quantidade_Emprestimo,PERCENTUAL_A_PAGAR
2658946240987854807,2021-07,19594.13,4.99,301343.0,153.0,0,3.0,0.0,0.0,1.0,1969.562091503268,260040.62857142856,186014.49265472108,18,3271.1402337228715,21.0,141,0.07535026394776553
3095408468798675621,2021-07,45018.1,5.99,159175.0,146.0,0,2.0,0.0,0.0,1.0,1090.2397260273972,236825.96875,136747.20464005822,18,6440.357653791129,14.0,77,0.1900893733808489
6950439982480713649,2021-07,71086.72,6.99,198691.0,149.0,0,1.0,1.0,0.0,0.0,1333.496644295302,307228.1515151515,201242.59738949424,22,8896.961201501877,15.0,100,0.231380879810079
6330043096034525408,2021-07,41857.0,6.99,61931.0,99.0,0,1.0,0.0,0.0,1.0,625.5656565656566,274408.0606060606,206174.1148136296,20,5238.673341677096,15.0,127,0.1525356066711531
6941381638534728190,2021-07,21411.05,4.99,123115.0,123.0,0,2.0,0.0,0.0,1.0,1000.9349593495934,323703.3714285714,215046.53862623012,18,3574.4657762938227,9.0,169,0.06614404386802804
295375823203017296,2021-07,69304.9,4.99,220590.0,103.0,0,1.0,0.0,0.0,1.0,2141.650485436893,302113.22222222225,155059.5295197586,18,11570.100166944907,7.0,26,0.22940041978375286
3357976326879346012,2021-07,134250.0,11.99,180960.0,139.0,0,1.0,0.0,1.0,0.0,1301.8705035971223,237562.77777777778,127062.71564642573,32,10334.87297921478,4.0,21,0.5651137827895785
8090492548102964782,2021-07,1412.37,6.99,170322.0,128.0,0,3.0,0.0,0.0,1.0,1330.640625,418953.1,275349.1273058624,32,176.76720901126407,45.0,18,0.0033711888037109643
9099218788416728596,2021-07,6267.69,4.99,33237.0,166.0,0,2.0,0.0,1.0,0.0,200.22289156626505,80776.0,0.0,20,1046.3589315525876,22.0,5,0.0775934683569377
4347826483121154490,2021-07,18953.76,6.99,105230.0,109.0,0,2.0,0.0,1.0,0.0,965.4128440366973,280614.9142857143,179584.4293742331,18,2372.185231539424,2.0,321,0.06754366583916423
9127318190908282126,2021-07,44902.1,8.99,221023.0,119.0,0,1.0,0.0,0.0,1.0,1857.3361344537816,257331.46666666667,174097.69368369476,18,4494.704704704704,14.0,58,0.17449129164667515
6545052034269841737,2021-07,90951.84,6.99,413791.0,124.0,0,2.0,0.0,1.0,0.0,3337.0241935483873,337053.34285714285,253363.10609199767,18,11383.20901126408,1.0,207,0.2698440526624569
209477776078372134,2021-07,172709.3,4.99,121517.0,125.0,0,3.0,0.0,0.0,1.0,972.136,319955.8,192456.9384675811,25,28832.93823038397,9.0,53,0.5397911211486086
3355881107559250653,2021-07,21429.1,5.99,44288.0,117.0,0,3.0,1.0,0.0,0.0,378.52991452991455,337579.5142857143,284681.32983817824,18,3065.679542203147,3.0,506,0.06347867418833725
6546850858912852316,2021-07,26840.1,5.99,54236.0,136.0,0,3.0,0.0,0.0,1.0,398.79411764705884,302766.725,132996.53366619383,18,3839.7854077253214,42.0,44,0.08864943794599621
6448580780254847411,2021-07,49338.93,6.99,200295.0,127.0,0,2.0,0.0,1.0,0.0,1577.1259842519685,192363.25,62202.83753461045,18,6175.085106382979,93.0,15,0.2564883365195795
4675067298171588603,2021-07,21030.5,5.99,486395.0,136.0,0,3.0,1.0,0.0,0.0,3576.4338235294117,293468.1538461539,202702.46081558897,34,3008.6552217453504,7.0,94,0.07166194942918717
2092588065958607289,2021-07,63958.2,5.99,91709.0,139.0,0,3.0,1.0,0.0,0.0,659.7769784172662,338383.54285714286,245033.735206993,18,9149.957081545064,2.0,289,0.18901096507226287
2493688222671282470,2021-07,20786.51,8.99,933370.0,121.0,0,0.0,1.0,0.0,0.0,7713.801652892562,248948.45652173914,123260.57032285792,19,2080.7317317317315,4.0,50,0.08349724392922613
1661240395903230676,2021-07,21758.95,5.99,610938.0,106.0,0,1.0,0.0,0.0,1.0,5763.566037735849,277294.8823529412,174914.226854152,20,3112.8683834048643,4.0,117,0.0784686317156953
8529899700094903171,2021-07,84844.0,5.99,70038.0,135.0,0,3.0,1.0,0.0,0.0,518.8,349529.76470588235,251759.98511654383,22,12137.9113018598,1.0,251,0.24273755361404886
2033394215069562776,2021-07,27056.35,11.99,54346.0,119.0,0,2.0,1.0,0.0,0.0,456.6890756302521,307633.79411764705,255484.29218450384,18,2082.859892224788,13.0,127,0.08794986284781495
8162017568751362437,2021-07,51474.0,6.99,393130.0,119.0,0,2.0,0.0,1.0,0.0,3303.6134453781515,170874.33333333334,97820.51957667165,20,6442.302878598248,45.0,16,0.3012389221708741
6969348581033924947,2021-07,11765.52,5.99,342795.0,140.0,0,3.0,0.0,1.0,0.0,2448.535714285714,266831.6857142857,182426.03066170838,18,1683.1931330472103,1.0,281,0.044093414050526664
7870373680211625064,2021-07,53821.23,11.99,125294.0,111.0,0,2.0,1.0,0.0,0.0,1128.7747747747749,290495.1818181818,211835.89631974776,22,4143.281755196305,2.0,136,0.18527408841392143
2322847438374159400,2021-07,42303.0,6.99,175885.0,116.0,0,1.0,1.0,0.0,0.0,1516.25,357445.8947368421,227618.7602578523,18,5294.493116395494,28.0,24,0.11834798111513971
3027683745465216663,2021-07,44322.34,4.99,238809.0,126.0,0,3.0,1.0,0.0,0.0,1895.3095238095239,278136.0689655172,208519.27592395918,22,7399.388981636059,57.0,92,0.1593548803822887
3263212305228307743,2021-07,164927.47,5.99,337324.0,88.0,0,2.0,0.0,0.0,1.0,3833.2272727272725,333787.3846153846,224948.6469132227,18,23594.773962804004,1.0,62,0.49410935703888886
2083323809219952960,2021-07,181035.0,5.99,382323.0,121.0,0,2.0,0.0,1.0,0.0,3159.694214876033,293906.3823529412,222990.1409103054,32,25899.141630901286,1.0,337,0.6159614451060196
6030285068945261052,2021-07,77435.78,5.99,168156.0,107.0,0,2.0,1.0,0.0,0.0,1571.5514018691588,293408.82857142854,182027.9529719164,20,11078.080114449212,4.0,174,0.2639176891064433
3036967290595689189,2021-07,93517.05,4.99,261323.0,160.0,0,3.0,0.0,1.0,0.0,1633.26875,311452.1176470588,174203.79221192643,18,15612.19532554257,11.0,64,0.30026140360353765
459290606780222306,2021-07,103221.53,4.99,902621.0,105.0,0,1.0,1.0,0.0,0.0,8596.390476190476,305186.0571428572,166205.39300904397,21,17232.308848080134,1.0,558,0.3382249207790058
4524147234488547993,2021-07,82816.05,6.99,178023.0,137.0,0,3.0,1.0,0.0,0.0,1299.4379562043796,291704.67647058825,213762.34281779555,18,10364.962453066333,6.0,133,0.28390374471199165
3480297543931395935,2021-07,39390.0,6.99,969168.0,138.0,0,1.0,0.0,0.0,1.0,7022.95652173913,271495.14285714284,175995.42859696265,54,4929.91239048811,81.0,58,0.14508546851140722
5753677550753111444,2021-07,46063.0,11.99,381395.0,122.0,0,3.0,0.0,0.0,1.0,3126.188524590164,295828.29411764705,194988.79011314895,18,3546.035411855273,3.0,108,0.15570856782779996
761746217261797478,2021-07,44868.09,5.99,378425.0,134.0,0,3.0,0.0,0.0,1.0,2824.0671641791046,296325.5,216430.15758951104,18,6418.896995708154,1.0,125,0.15141487992089778
6721448955097663572,2021-07,27589.05,4.99,166346.0,140.0,0,1.0,0.0,0.0,1.0,1188.1857142857143,316498.0,231205.65387000065,18,4605.851419031719,1.0,72,0.08716974514846855
1953058402621337677,2021-07,130899.0,6.99,189185.0,118.0,0,1.0,0.0,1.0,0.0,1603.2627118644068,288500.09375,189965.83134416895,18,16382.853566958698,11.0,123,0.45372255619934265
1953058402621337677,2021-07,26140.0,6.99,189185.0,118.0,0,1.0,0.0,1.0,0.0,1603.2627118644068,288500.09375,189965.83134416895,18,3271.5894868585733,0.0,124,0.09060655634535647
2382123267535341265,2021-07,8366.56,4.99,21248.0,104.0,0,2.0,0.0,0.0,1.0,204.30769230769232,221195.07142857142,140484.3190376641,25,1396.7545909849748,25.0,84,0.03782435090422771
4995679129936981612,2021-07,53706.27,5.99,74537.0,153.0,0,3.0,1.0,0.0,0.0,487.16993464052285,225767.29166666666,163474.13224846768,18,7683.300429184549,9.0,60,0.23788330720330575
1951407691087813358,2021-07,51588.0,11.99,470906.0,125.0,0,3.0,1.0,0.0,0.0,3767.248,233727.14705882352,145538.3397422037,18,3971.3625866050807,23.0,81,0.22071890513863388
5460280878923715699,2021-07,20252.0,6.99,504599.0,151.0,0,2.0,1.0,0.0,0.0,3341.7152317880796,263743.6,209395.4073722726,18,2534.668335419274,8.0,130,0.0767866973833678
7269781193318890653,2021-07,39360.9,5.99,553609.0,144.0,0,2.0,1.0,0.0,0.0,3844.5069444444443,399584.3,217394.40530356087,18,5631.030042918455,14.0,22,0.0985046209272987
1003144834589372198,2021-07,25039.75,8.99,261457.0,114.0,0,1.0,0.0,0.0,1.0,2293.4824561403507,285633.30303030304,199617.38567154616,18,2506.4814814814813,2.0,149,0.08766397242321396
5067621068959932809,2021-07,42976.9,5.99,503207.0,137.0,0,3.0,0.0,0.0,1.0,3673.043795620438,303478.65714285715,194942.77834351995,18,6148.340486409156,2.0,376,0.14161424201824313
1698828605814171242,2021-07,108138.66,4.99,343623.0,126.0,0,3.0,0.0,0.0,1.0,2727.1666666666665,370977.62903225806,264320.1018764296,18,18053.198664440733,22.0,71,0.291496444899099
5432443358006556295,2021-07,46702.24,6.99,264139.0,119.0,0,2.0,0.0,0.0,1.0,2219.655462184874,325466.0294117647,251559.70199916404,19,5845.0863579474335,4.0,123,0.14349343949784224
4795152981525833467,2021-07,89241.0,4.99,212600.0,143.0,0,3.0,1.0,0.0,0.0,1486.7132867132866,252638.82857142857,163424.6151272787,18,14898.330550918197,6.0,169,0.35323548840303814
4874157215501489741,2021-07,51771.39,6.99,184014.0,125.0,0,1.0,0.0,0.0,1.0,1472.112,305177.92307692306,154189.06269172873,25,6479.523153942428,1.0,110,0.1696433001379019
4071158585850879204,2021-07,19249.56,5.99,1025785.0,123.0,0,3.0,0.0,1.0,0.0,8339.71544715447,284474.4857142857,177778.31919066267,18,2753.8712446351933,3.0,122,0.0676670877940648
8173830874846355280,2021-07,55341.52,8.99,324942.0,127.0,0,3.0,0.0,0.0,1.0,2558.5984251968503,271983.1612903226,254092.16497826093,22,5539.691691691692,2.0,676,0.20347406706155194
8173830874846355280,2021-07,43482.33,8.99,324942.0,127.0,0,3.0,0.0,0.0,1.0,2558.5984251968503,271983.1612903226,254092.16497826093,22,4352.585585585585,0.0,677,0.15987140451531748
1036256411320325774,2021-07,148634.5,6.99,247289.0,86.0,0,1.0,0.0,0.0,1.0,2875.453488372093,249429.45714285714,188243.57520375235,20,18602.565707133916,4.0,213,0.5958979412558787
5122095358293179297,2021-07,143636.33,4.99,405878.0,137.0,0,2.0,0.0,1.0,0.0,2962.6131386861316,286442.265625,192924.66155613214,18,23979.35392320534,18.0,94,0.5014494969399647
8733525963966339207,2021-07,12676.62,6.99,117203.0,141.0,0,2.0,0.0,1.0,0.0,831.2269503546099,250959.0,199654.21371832222,18,1586.560700876095,2.0,90,0.05051271323204189
3281818438120834833,2021-07,67846.4,5.99,380439.0,117.0,0,2.0,0.0,0.0,1.0,3251.6153846153848,343351.0,248411.81485359577,18,9706.20886981402,7.0,27,0.19760070598309018
8505870778358741102,2021-07,106971.13,4.99,487972.0,130.0,0,3.0,0.0,0.0,1.0,3753.630769230769,358002.3939393939,268281.3058507734,25,17858.28547579299,2.0,130,0.29880004103578456
5136739522477907100,2021-07,163943.65,4.99,421912.0,109.0,0,2.0,0.0,1.0,0.0,3870.7522935779816,310800.8142857143,294102.7720350611,18,27369.55759599332,18.0,122,0.527487839363539
3204108603682323936,2021-07,98223.39,5.99,465534.0,100.0,0,2.0,0.0,0.0,1.0,4655.34,309748.14285714284,279224.41443726217,18,14051.98712446352,4.0,150,0.31710727655694465
7816319470107777265,2021-07,118431.0,4.99,230538.0,124.0,0,2.0,1.0,0.0,0.0,1859.1774193548388,334616.3333333333,172231.2170073885,25,19771.452420701167,7.0,95,0.35393072065619435
5263285038415073073,2021-07,26853.14,5.99,242591.0,105.0,0,2.0,0.0,0.0,1.0,2310.390476190476,313079.14285714284,255828.35553790472,18,3841.6509298998567,27.0,42,0.08577109211089483
7347715771145302549,2021-07,25259.09,5.99,319733.0,119.0,0,2.0,1.0,0.0,0.0,2686.831932773109,250518.37142857144,160371.16505856137,19,3613.6037195994277,1.0,110,0.10082729604204675
4071158585850879204,2021-07,52779.3,5.99,1025785.0,123.0,0,3.0,0.0,1.0,0.0,8339.71544715447,284474.4857142857,177778.31919066267,20,7550.686695278971,0.0,123,0.18553263174894824
963687627963462983,2021-07,48657.45,6.99,512558.0,160.0,0,2.0,1.0,0.0,0.0,3203.4875,262744.9117647059,117546.55725063507,18,6089.793491864831,7.0,135,0.18518893352946778
8173830874846355280,2021-07,55336.49,8.99,324942.0,127.0,0,3.0,0.0,0.0,1.0,2558.5984251968503,271983.1612903226,254092.16497826093,22,5539.188188188188,0.0,678,0.20345557326959754
187117706370645370,2021-07,82826.92,6.99,396980.0,103.0,0,2.0,0.0,0.0,1.0,3854.1747572815534,244922.91428571427,204811.89262892533,25,10366.322903629536,2.0,172,0.3381754632536278
86110062990790869,2021-07,21340.19,6.99,483220.0,119.0,0,3.0,0.0,1.0,0.0,4060.672268907563,255020.5483870968,178282.99230807906,46,2670.862327909887,8.0,94,0.08368027649131878
4863405965754103821,2021-07,140177.53,5.99,189742.0,123.0,0,1.0,0.0,0.0,1.0,1542.6178861788617,365204.2121212121,221153.8343130407,25,20054.01001430615,8.0,188,0.38383327833435493
5635781225931111684,2021-07,46950.6,6.99,230047.0,111.0,0,2.0,1.0,0.0,0.0,2072.4954954954956,260060.20588235295,189581.1964972264,18,5876.170212765957,6.0,133,0.1805374253269633
8623308321032624474,2021-07,51525.75,8.99,471942.0,99.0,0,3.0,1.0,0.0,0.0,4767.090909090909,287435.9285714286,221367.57829513776,20,5157.732732732733,8.0,57,0.1792599493601431
7492389223353246125,2021-07,93695.49,4.99,117495.0,119.0,0,3.0,1.0,0.0,0.0,987.3529411764706,278759.3142857143,152809.3719686628,46,15641.984974958265,15.0,91,0.33611608724208164
2408009918678280470,2021-07,31950.24,5.99,546446.0,125.0,0,3.0,1.0,0.0,0.0,4371.568,317499.9705882353,224792.29214092024,18,4570.849785407725,2.0,243,0.10063068648732622
7930644815080409701,2021-07,21281.5,4.99,377363.0,113.0,0,2.0,1.0,0.0,0.0,3339.495575221239,239025.05263157896,121101.01245171492,18,3552.838063439065,11.0,34,0.08903460020486731
835441927760881602,2021-07,22772.0,5.99,101193.0,122.0,0,3.0,1.0,0.0,0.0,829.4508196721312,307249.6060606061,191993.63331679444,32,3257.796852646638,7.0,115,0.07411563611739226
5611787644735474299,2021-07,91065.05,5.99,743397.0,147.0,0,2.0,0.0,0.0,1.0,5057.122448979592,304015.02857142856,233792.48263055415,18,13027.904148783977,4.0,278,0.29954127737670116
2006188298374001315,2021-07,104187.6,5.99,148209.0,96.0,0,3.0,1.0,0.0,0.0,1543.84375,312994.0869565217,170430.73408943828,18,14905.236051502146,7.0,47,0.332874020123175
8874257794774679816,2021-07,177460.8,6.99,112330.0,166.0,0,2.0,1.0,0.0,0.0,676.6867469879518,313353.0857142857,144714.0379955,18,22210.362953692114,8.0,176,0.5663285542425076
7920896580423665241,2021-07,153897.2,6.99,75661.0,124.0,0,2.0,0.0,0.0,1.0,610.1693548387096,242300.9393939394,147836.74009146448,18,19261.22653316646,18.0,130,0.6351490026614788
8716163053080758848,2021-07,40296.7,5.99,180991.0,125.0,0,3.0,0.0,1.0,0.0,1447.928,339555.6,235699.11914759662,18,5764.907010014305,3.0,263,0.11867482085408104
2772135008486239291,2021-07,29663.05,5.99,105238.0,119.0,0,2.0,1.0,0.0,0.0,884.3529411764706,352029.125,151661.15098038927,19,4243.640915593705,2.0,14,0.08426305635932822
5606267905834401873,2021-07,19998.4,4.99,1265206.0,117.0,0,2.0,0.0,1.0,0.0,10813.726495726496,260759.0,209272.43690054864,18,3338.631051752922,1.0,214,0.07669303839944164
5166128847048245697,2021-07,44615.0,6.99,656297.0,136.0,0,1.0,1.0,0.0,0.0,4825.713235294118,257800.5483870968,149784.10090612393,17,5583.854818523154,7.0,87,0.17306014389468627
3382624494518753363,2021-07,26904.93,6.99,420640.0,132.0,0,2.0,0.0,1.0,0.0,3186.6666666666665,228614.0588235294,167437.36931886108,20,3367.325406758448,19.0,173,0.11768711923691585
187117706370645370,2021-07,41887.48,6.99,396980.0,103.0,0,2.0,0.0,0.0,1.0,3854.1747572815534,244922.91428571427,204811.89262892533,18,5242.488110137672,1.0,173,0.17102311607780502
2119292203323657032,2021-07,49593.4,11.99,62213.0,94.0,0,1.0,0.0,0.0,1.0,661.8404255319149,309993.82352941175,223032.2793924642,17,3817.8137028483447,44.0,126,0.1599818971725243
5304536516981778801,2021-07,20203.78,5.99,375642.0,133.0,0,2.0,0.0,1.0,0.0,2824.375939849624,316401.9285714286,290363.8216631691,18,2890.3834048640915,4.0,69,0.06385479409440117
6217788509719675691,2021-07,198753.79,5.99,123463.0,145.0,0,2.0,1.0,0.0,0.0,851.4689655172414,317243.1142857143,210389.15373110952,20,28434.01859799714,15.0,144,0.6265030856461683
3204108603682323936,2021-07,49111.7,5.99,465534.0,100.0,0,2.0,0.0,0.0,1.0,4655.34,309748.14285714284,279224.41443726217,17,7025.994277539341,1.0,151,0.15855365442061914
3960251564708868781,2021-07,185251.5,11.99,828034.0,135.0,0,3.0,0.0,0.0,1.0,6133.585185185185,127111.5,66967.6563548902,31,14261.08545034642,8.0,18,1.4573937055262505
6964108750473070287,2021-07,250146.0,4.99,249091.0,122.0,0,2.0,1.0,0.0,0.0,2041.7295081967213,275762.45714285714,155749.37553804432,38,41760.60100166945,4.0,1152,0.9071067997860685
7347715771145302549,2021-07,38094.32,5.99,319733.0,119.0,0,2.0,1.0,0.0,0.0,2686.831932773109,250518.37142857144,160371.16505856137,19,5449.831187410587,1.0,111,0.15206198165335577
4045739494965095560,2021-07,26200.15,4.99,43273.0,144.0,0,2.0,0.0,1.0,0.0,300.50694444444446,232040.25714285715,158012.20683864955,17,4373.9816360601,2.0,540,0.11291208828418813
6964108750473070287,2021-07,54899.0,4.99,249091.0,122.0,0,2.0,1.0,0.0,0.0,2041.7295081967213,275762.45714285714,155749.37553804432,38,9165.108514190317,0.0,1153,0.19908076164102315
6276792736652545216,2021-07,28992.05,5.99,216847.0,129.0,0,2.0,0.0,1.0,0.0,1680.984496124031,269566.0142857143,180333.73829446654,18,4147.646638054363,19.0,103,0.1075508352817473
8505870778358741102,2021-07,127595.97,4.99,487972.0,130.0,0,3.0,0.0,0.0,1.0,3753.630769230769,358002.3939393939,268281.3058507734,24,21301.497495826377,1.0,131,0.3564109407089626
2371917341091102894,2021-07,12652.29,5.99,338088.0,104.0,0,2.0,0.0,0.0,1.0,3250.846153846154,270267.60869565216,195056.87265623535,18,1810.0557939914163,7.0,76,0.04681393401548064
8173830874846355280,2021-07,42275.16,8.99,324942.0,127.0,0,3.0,0.0,0.0,1.0,2558.5984251968503,271983.1612903226,254092.16497826093,24,4231.747747747748,1.0,679,0.1554330047472104
2929243640075785940,2021-07,88847.3,8.99,307285.0,123.0,0,3.0,1.0,0.0,0.0,2498.2520325203254,341644.28571428574,194048.2140089569,18,8893.623623623624,7.0,53,0.26005791320128285
2214132103234633622,2021-07,128634.0,5.99,390809.0,71.0,0,2.0,0.0,1.0,0.0,5504.352112676056,262776.22857142857,189497.85091875994,27,18402.575107296136,1.0,204,0.489519165029931
6545052034269841737,2021-07,19995.0,6.99,413791.0,124.0,0,2.0,0.0,1.0,0.0,3337.0241935483873,337053.34285714285,253363.10609199767,17,2502.503128911139,1.0,208,0.05932295413689075
1088521227159442264,2021-07,25832.5,8.99,80201.0,110.0,0,1.0,0.0,0.0,1.0,729.1,230411.8,124839.67353152932,17,2585.835835835836,2.0,215,0.11211448372001782
